time,VNINDEX_Return,VCB,BID,VIC,HPG,MSN,MWG,GAS
2015-12-31,0.010119593748209341,0.02300714977812718,0.009718249468921346,,-0.043557974339129786,0.10175590895438744,0.04543588716791034,-0.12954968920471197
2016-01-31,-0.060109884620487795,-0.05854187941818984,-0.20422309706651906,0.04049779286398696,-0.059982704601710464,-0.06667413326799275,-0.08680431621655314,0.07982817524613751
2016-02-29,0.025566745359946248,-0.00969312920565957,0.05200478499031476,-0.07680541122374505,0.014440684154794428,-0.006972406900305928,0.041368429048642755,0.08580914412691971
2016-03-31,0.003301835070351115,0.0,-0.057953642510087,0.06820825002653357,0.05576357451845429,-0.007021362899156193,0.0071259208899674435,0.0028315261957383604
2016-04-30,0.06409630620165647,0.11489286023415009,0.0466284931530335,0.1063804035585718,0.1271551754852465,-0.021088005886932503,-0.007125920889967549,0.2180410173293957
2016-05-31,0.03299088652070133,0.015081075774845755,0.040183977819033524,0.0,0.008915363657952329,-0.007222253615357749,0.15636175309815697,0.16261365786425508
2016-06-30,0.0221005237188727,0.012748047994639883,-0.04018397781903354,0.04485056616535171,0.16089038520417173,-0.04417301692442962,0.3599316128052471,0.04070604576947302
2016-07-31,0.03109655850414283,0.13229910657825747,0.005678606968843514,0.031875208530449034,0.11638267133287354,-0.038312035217063264,0.08517232328707344,-0.06614773111533358
2016-08-31,0.03376713197885345,0.0,-0.07036899992689019,-0.05923669654158678,0.13212906453045875,0.07521025788698811,0.07242698557933147,0.08998020648343154
2016-09-30,0.01631957180848989,-0.023075548363977242,0.03580334681460922,0.12561176548645953,0.06466130338341276,0.018915723935292537,-0.033985352899228265,0.10372875026992079
2016-10-31,-0.014586789964563375,-0.061808287371876124,-0.01774144700959593,-0.04631616281592178,-0.11502441321730367,-0.06783226508743176,0.040645989088776105,-0.06610025534280474
2016-11-30,-0.01600487600621795,-0.022396592744300038,-0.03521918342359146,-0.011598068152271162,0.032523191705560145,-0.02447883420402621,0.12944944576683987,-0.032208427457776745
2016-12-31,-0.000300765450332631,0.006839971947776944,-0.07439326529435696,0.0,0.025667746748577813,0.010820664640716621,-0.05616084533026243,-0.016959825043409163
2017-01-31,0.04759551893261628,0.10351832907605607,0.1731809291123643,0.0,-0.019685675071030213,-0.0008972634069897823,0.02547203052772544,-0.008280985828234303
2017-02-28,0.019189975770240234,-0.049774053069365325,-0.026093369227869645,0.06886324545786335,-0.057275366065098046,-0.006002418982098975,0.043333872649809965,0.0030750331733876124
2017-03-31,0.016077382097351822,-0.013658748931040016,0.06453852113757116,-0.07341018411340686,0.13379451589929428,0.1375869746008525,0.0067832245481041316,-0.09190792981362586
2017-04-30,-0.006360955866357023,-0.04967464164834949,-0.056524740414017484,-0.022384081383537386,-0.03752785586901244,-0.056942401125217514,-0.007306921863032178,0.021312828030990997
2017-05-31,0.02760643865492099,0.030500500506882,0.10593047862566415,-0.015431369613280317,0.03383781478155854,-0.028448616171370168,0.12121117881210054,0.001974984183765887
2017-06-30,0.05105811452979077,0.06211569527299545,0.10042528047109527,0.05907229002223287,0.1134607072228329,-0.028105572976599297,0.09594275757976788,0.06307823149396463
2017-07-31,0.009076869027023295,-0.0196395289286837,0.08530924891909929,0.041204330598321244,0.00985229644301164,0.01863227118411768,-0.023891921424730126,0.07119277574289903
2017-08-31,-0.0010087403732200206,-0.01742541671385917,-0.03908443623837983,0.09614386055290215,0.0815498669641077,0.10426386610057357,0.08481408849503391,0.0
2017-09-30,0.02729538524551992,0.034552381506659735,-0.05460865312461674,0.04401688541677426,0.10430574271290279,0.1484916922755499,0.061161146316982565,0.11349296984819736
2017-10-31,0.040037021782372936,0.09645303707157472,0.10890893660024985,0.13319906734148013,-0.05008000515474651,0.07672870298349913,0.10004792132284174,0.03406409835474006
2017-11-30,0.12622975504534767,0.15814042578652868,0.16012512704018617,0.2418598123981687,0.10806726280509595,0.12026956822638833,0.04907950206989294,0.12001324349441352
2017-12-31,0.03548147208266811,0.11284099936707642,-0.005734782742038279,0.03694162211457258,0.12839659315248414,0.13376131468195848,-0.030018567190798116,0.2004906612551656
2018-01-31,0.1205697962970256,0.20414895983847592,0.29377418948384626,0.10645146964683348,0.2851450732051923,0.18288464251852155,-0.0429773464281835,0.2462803726644561
2018-02-28,0.010018453793345008,0.10283602499284648,0.1309154337929481,0.09849942527788093,0.05758169426954885,-0.03200382076392869,-0.01182622478884266,-0.08976611142650102
