time,VNINDEX,VCB,BID,VIC,HPG,MSN,MWG,GAS
2018-05-11 07:00:00,1.04,24.49,18.55,45.55,10.56,76.07,23.96,63.35
2018-05-14 07:00:00,1.07,24.65,18.71,48.49,10.58,79.39,24.43,67.29
2018-05-15 07:00:00,1.07,24.82,18.87,48.49,10.5,77.94,24.85,67.63
2018-05-16 07:00:00,1.05,24.1,18.11,47.76,10.23,75.26,24.43,68.26
2018-05-17 07:00:00,1.03,24.02,18.0,45.19,10.04,70.48,24.01,66.15
2018-05-18 07:00:00,1.04,23.89,17.97,45.19,10.22,74.94,24.66,65.58
2018-05-21 07:00:00,1.01,23.55,17.18,42.03,10.08,72.1,25.66,61.87
2018-05-22 07:00:00,0.99,22.58,15.98,39.09,9.57,68.86,25.36,60.39
2018-05-23 07:00:00,0.99,23.05,16.61,37.84,9.8,68.86,26.29,64.61
2018-05-24 07:00:00,0.99,22.54,16.17,38.24,9.93,68.46,26.45,64.55
2018-05-25 07:00:00,0.96,21.14,15.11,39.31,9.87,67.65,25.59,60.04
2018-05-28 07:00:00,0.93,19.79,14.07,40.78,9.23,64.81,23.8,55.88
2018-05-29 07:00:00,0.95,21.14,15.06,40.41,9.85,64.81,24.43,54.74
2018-05-30 07:00:00,0.95,21.99,15.06,40.78,10.01,64.81,23.96,50.92
2018-05-31 07:00:00,0.97,22.88,15.96,42.62,10.63,65.62,24.71,51.55
2018-06-01 07:00:00,0.99,24.1,16.2,43.72,10.8,67.97,25.36,52.75
2018-06-04 07:00:00,1.01,25.08,16.64,44.08,11.37,68.21,25.36,52.63
2018-06-05 07:00:00,1.02,24.78,16.58,44.49,11.18,69.19,25.8,56.28
2018-06-06 07:00:00,1.03,24.99,17.35,45.59,11.52,69.27,27.57,58.68
2018-06-07 07:00:00,1.04,24.82,17.02,45.63,11.73,70.73,27.08,56.79
2018-06-08 07:00:00,1.04,25.25,17.18,45.63,11.62,69.67,28.15,55.6
2018-06-11 07:00:00,1.04,24.95,16.91,45.66,11.48,68.86,28.55,55.43
2018-06-12 07:00:00,1.02,24.53,16.15,45.7,11.27,66.76,27.94,52.57
2018-06-13 07:00:00,1.03,25.33,16.17,47.02,11.51,67.65,28.52,55.08
2018-06-14 07:00:00,1.02,24.57,15.44,46.29,11.3,68.46,28.62,53.6
2018-06-15 07:00:00,1.02,24.95,15.82,45.37,11.41,68.86,28.8,54.68
2018-06-18 07:00:00,0.99,23.89,14.89,45.33,10.66,68.05,27.45,51.32
2018-06-19 07:00:00,0.96,23.89,14.62,45.19,10.17,64.81,26.75,49.61
2018-06-20 07:00:00,0.98,24.57,15.27,45.92,10.61,65.62,26.94,52.46
2018-06-21 07:00:00,0.97,24.1,14.62,45.55,10.41,65.62,26.52,50.81
2018-06-22 07:00:00,0.98,24.82,15.0,45.11,10.86,65.62,27.2,51.72
2018-06-25 07:00:00,0.99,25.12,15.38,45.44,11.01,67.24,28.13,51.89
2018-06-26 07:00:00,0.98,25.08,15.16,45.41,10.9,66.84,27.92,51.32
2018-06-27 07:00:00,0.97,24.53,14.62,46.0,10.48,65.62,27.45,51.43
2018-06-28 07:00:00,0.96,24.49,14.13,47.77,10.3,64.0,26.68,50.91
2018-06-29 07:00:00,0.96,24.53,14.18,47.77,10.19,64.0,26.52,51.61
2018-07-02 07:00:00,0.95,24.57,13.5,47.64,10.19,61.57,24.89,51.55
2018-07-03 07:00:00,0.91,23.68,12.57,44.31,9.63,59.95,23.29,48.4
2018-07-04 07:00:00,0.91,23.51,12.49,46.66,9.84,60.03,24.31,46.36
2018-07-05 07:00:00,0.9,21.99,11.78,47.33,9.58,59.87,23.66,43.15
2018-07-06 07:00:00,0.92,23.26,12.6,47.2,9.76,59.95,24.78,46.13
2018-07-09 07:00:00,0.92,22.84,12.71,46.66,9.47,60.11,24.43,46.36
2018-07-10 07:00:00,0.91,22.46,12.9,45.77,9.42,60.11,24.4,46.65
2018-07-11 07:00:00,0.89,21.65,12.06,46.44,9.12,59.95,23.5,45.37
2018-07-12 07:00:00,0.9,22.16,12.55,45.77,8.95,59.95,23.73,46.07
2018-07-13 07:00:00,0.91,23.17,12.82,45.77,9.44,60.68,24.43,47.7
2018-07-16 07:00:00,0.91,23.22,13.17,45.55,9.42,60.11,24.94,47.35
2018-07-17 07:00:00,0.92,23.6,13.58,46.22,9.58,60.36,26.06,46.07
2018-07-18 07:00:00,0.94,24.32,14.26,46.66,9.87,61.57,26.29,48.4
2018-07-19 07:00:00,0.94,24.02,14.07,46.66,9.87,64.08,26.82,49.1
2018-07-20 07:00:00,0.93,24.02,13.86,46.04,9.73,64.08,26.41,48.23
2018-07-23 07:00:00,0.94,23.94,13.53,46.22,9.8,64.08,26.5,49.33
