time,VCB,BID,VIC,HPG,MSN,MWG,GAS,SP500,VIX,OIL,GOLD,DXY,VNINDEX_Return
2016-01-31,-0.05854187941818984,-0.20422309706651906,0.04049779286398696,-0.059982704601710464,-0.06667413326799275,-0.08680431621655314,0.07982817524613751,-0.052067617305496784,0.10371179871299885,-0.07056514794514325,0.05155731154774185,0.009887120165913718,-0.05310982531394829
2016-02-29,-0.00969312920565957,0.05200478499031476,-0.07680541122374505,0.014440684154794428,-0.006972406900305928,0.041368429048642755,0.08580914412691971,-0.00413690551499243,0.017178261639797278,0.03479348251616852,0.100070660159854,-0.014154533436943718,0.01801850550267843
2016-03-31,0.0,-0.057953642510087,0.06820825002653357,0.05576357451845429,-0.007021362899156193,0.0071259208899674435,0.0028315261957383604,0.06390499028682897,-0.387381409221611,0.09614378808390574,0.0002430426338119695,-0.037556310338072815,0.0
2016-04-30,0.11489286023415009,0.0466284931530335,0.1063804035585718,0.1271551754852465,-0.021088005886932503,-0.007125920889967549,0.2180410173293957,0.0026957614511553935,0.11818120561092034,0.19507662577917587,0.04359888574213941,-0.016092365403541396,0.06899287148695142
2016-05-31,0.015081075774845755,0.040183977819033524,0.0,0.008915363657952329,-0.007222253615357749,0.15636175309815697,0.16261365786425508,0.015208366810523843,-0.10112323860489073,0.19507662577917587,0.04359888574213941,0.02974233669453881,0.03278982282299097
2016-06-30,0.012748047994639883,-0.04018397781903354,0.04485056616535171,0.16089038520417173,-0.04417301692442962,0.3599316128052471,0.04070604576947302,0.0009105066031534965,0.09665469015460666,0.031696738260738704,0.02239706560662081,0.002603761316776516,0.01600034134644112
2016-07-31,0.13229910657825747,0.005678606968843514,0.031875208530449034,0.11638267133287354,-0.038312035217063264,0.08517232328707344,-0.06614773111533358,0.03499043269105408,-0.2751779527748737,-0.1570400090550568,0.022944678534600846,-0.006365134613544816,0.03125254350410453
2016-08-31,0.0,-0.07036899992689019,-0.05923669654158678,0.13212906453045875,0.07521025788698811,0.07242698557933147,0.08998020648343154,-0.0012199867803522136,0.12273193824824129,0.10243588834011616,-0.03170563792387016,0.00511614663831946,0.030305349495329058
2016-09-30,-0.023075548363977242,0.03580334681460922,0.12561176548645953,0.06466130338341276,0.018915723935292537,-0.033985352899228265,0.10372875026992079,-0.0012352137017536324,-0.009734267373826098,0.042045743769301556,0.00488515148694684,-0.005849166154959273,0.02941388520629319
2016-10-31,-0.061808287371876124,-0.01774144700959593,-0.04631616281592178,-0.11502441321730367,-0.06783226508743176,0.040645989088776105,-0.06610025534280474,-0.019616837043472765,0.24972464090406338,-0.0156125219597351,-0.03234578490865826,0.03084147210002654,-0.014598799421152523
2016-11-30,-0.022396592744300038,-0.03521918342359146,-0.011598068152271162,0.032523191705560145,-0.02447883420402621,0.12944944576683987,-0.032208427457776745,0.033603545044434316,-0.24671938229172516,0.04394757967619928,-0.08250998833952049,0.030510024394755902,-0.0148150857851407
2016-12-31,0.006839971947776944,-0.07439326529435696,0.0,0.025667746748577813,0.010820664640716621,-0.05616084533026243,-0.016959825043409163,0.01803711129927909,0.051893267413503634,0.10629132344454072,-0.017925375165358137,0.008730247143836736,-0.015037877364540559
2017-01-31,0.10351832907605607,0.1731809291123643,0.0,-0.019685675071030213,-0.0008972634069897823,0.02547203052772544,-0.008280985828234303,0.017726314621062854,-0.15783744593061566,0.10629132344454072,-0.017925375165358137,-0.02853088253111284,0.058840500022933395
2017-02-28,-0.049774053069365325,-0.026093369227869645,0.06886324545786335,-0.057275366065098046,-0.006002418982098975,0.043333872649809965,0.0030750331733876124,0.03652300073827695,0.07470355430953138,-0.009667116273160564,0.08545942924330725,0.016049794465591283,0.014184634991956381
2017-03-31,-0.013658748931040016,0.06453852113757116,-0.07341018411340686,0.13379451589929428,0.1375869746008525,0.0067832245481041316,-0.09190792981362586,-0.00038927289213133893,-0.04350232710665229,-0.050924085874661185,-0.004240117321882672,-0.007643897523379787,0.01398624197473987
2017-04-30,-0.04967464164834949,-0.056524740414017484,-0.022384081383537386,-0.03752785586901244,-0.056942401125217514,-0.007306921863032178,0.021312828030990997,0.0090501324781982,-0.13387793193935818,-0.021041370669268155,0.01496003596460065,-0.01303925608194228,0.0
2017-05-31,0.030500500506882,0.10593047862566415,-0.015431369613280317,0.03383781478155854,-0.028448616171370168,0.12121117881210054,0.001974984183765887,0.011509759110980618,-0.03862937724449049,-0.02783398336652066,0.004649174656746628,-0.021738926898944216,0.02739897418811456
2017-06-30,0.06211569527299545,0.10042528047109527,0.05907229002223287,0.1134607072228329,-0.028105572976599297,0.09594275757976788,0.06307823149396463,0.004802226040503879,0.0713596270544754,-0.048670976203272195,-0.024914767806545828,-0.01308560052118419,0.05264373348542209
2017-07-31,-0.0196395289286837,0.08530924891909929,0.041204330598321244,0.00985229644301164,0.01863227118411768,-0.023891921424730126,0.07119277574289903,0.01916401754710087,-0.08587363297273985,0.0941333519650037,0.02066042871353375,-0.029707287370116547,0.0
2017-08-31,-0.01742541671385917,-0.03908443623837983,0.09614386055290215,0.0815498669641077,0.10426386610057357,0.08481408849503391,0.0,0.0005462837796946754,0.03165731197119775,-0.005141408090312571,0.03841263411716219,-0.0020482133248626256,0.0
2017-09-30,0.034552381506659735,-0.05460865312461674,0.04401688541677426,0.10430574271290279,0.1484916922755499,0.061161146316982565,0.11349296984819736,0.01911903935235539,-0.10756627339720284,0.09395551456332052,-0.02671749312009183,0.0044145822662011395,0.02531780798429
2017-10-31,0.09645303707157472,0.10890893660024985,0.13319906734148013,-0.05008000515474651,0.07672870298349913,0.10004792132284174,0.03406409835474006,0.021945560031841664,0.06808114047556153,0.09395551456332052,-0.02671749312009183,0.015669469275193058,0.048790164169431834
2017-11-30,0.15814042578652868,0.16012512704018617,0.2418598123981687,0.10806726280509595,0.12026956822638833,0.04907950206989294,0.12001324349441352,0.02769554104663445,0.10260618129679495,0.09966128211314375,-0.006497888746899605,-0.016421790158996113,0.12306009275722721
2017-12-31,0.11284099936707642,-0.005734782742038279,0.03694162211457258,0.12839659315248414,0.13376131468195848,-0.030018567190798116,0.2004906612551656,0.009783614574871227,-0.021506185003538344,0.046562898487557,0.025665372814242568,-0.00961493245437875,0.03109058707003118
2018-01-31,0.20414895983847592,0.29377418948384626,0.10645146964683348,0.2851450732051923,0.18288464251852155,-0.0429773464281835,0.2462803726644561,0.05465739835832858,0.20412322727316748,0.036126369416399316,0.0247243158197037,-0.03299615744058247,0.12456272264176224
2018-02-28,0.10283602499284648,0.1309154337929481,0.09849942527788093,0.05758169426954885,-0.03200382076392869,-0.01182622478884266,-0.08976611142650102,-0.0397261075980839,0.38255576168404265,-0.048515101848096966,-0.017706245210825033,0.016468641642833307,0.008968669982760316
2018-03-31,-0.04589464859270804,0.10691079431374678,0.21125445184434208,-0.08853859447857111,0.24097422533083587,-0.09461063448023929,0.1429366012596109,-0.02725249736693992,0.0060270866930543605,0.06602909522862326,0.005533917539993733,-0.007088293973079973,0.043675063502661426
2018-04-30,-0.1612765340787895,-0.18409753087485836,0.0723314631069622,-0.1156020097100233,-0.21219231633512117,-0.09135646757380984,-0.16425538889356286,0.002715085811824473,-0.22602696996461566,0.06602909522862326,0.005533917539993733,0.020571597699453204,-0.10821358464023259
2018-05-31,-0.10330420709959343,-0.2100253006293715,-0.0826023283727081,0.041292472063631236,-0.12517210718225322,0.040467949552846424,-0.2097467450196877,0.021378191183066175,-0.0318904569261068,0.09909358827546934,-0.017309573230821843,0.02314047820756472,-0.07924937165414062
2018-06-30,0.06963369175880096,-0.11825307091768135,0.11407420073139958,-0.042273345119223205,-0.024997444173283825,0.07069114531714306,0.0011632416976669485,0.004830749386570285,0.04188428433454115,0.02356354476198023,-0.03825811589659358,0.006786150591772835,-0.010362787035546547
2018-07-31,0.00852450869394375,0.011917421101648767,-0.010310454304027765,-0.027862498892736714,0.06370809830695602,0.024214258120594745,-0.007975920115173639,0.035387950737524286,-0.22641179780667303,0.02356354476198023,-0.03825811589659358,-0.0014805353091800933,0.0
2018-08-31,0.06607836165185611,0.2685099083927873,-0.0285335242961467,0.0673096527761247,0.12069462469082311,0.0272298544559153,0.17955079469210117,0.029814314524382428,0.002335519431507021,-0.025756928971047956,-0.04161148368169327,0.006855498402307695,0.030771658666753687
